transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME
T716	TIGR02115	Transport and binding proteins	Cations and iron carrying compounds	GO:0031004	potassium ion-transporting ATPase complex	potass_kdpF: K+-transporting ATPase, F subunit
T717	TIGR00958	Transport and binding proteins	Other			3a01208: antigen peptide transporter 2
T719	TIGR00816	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			tdt: C4-dicarboxylate transporter/malic acid transport protein
T721	TIGR03136	Transport and binding proteins	Cations and iron carrying compounds			malonate_biotin: Na+-transporting malonate decarboxylase, carboxybiotin decarboxylase subunit
T723	TIGR00892	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			2A0113: monocarboxylate transporter
T724	TIGR00400	Transport and binding proteins	Cations and iron carrying compounds	GO:0015095	magnesium ion transmembrane transporter activity	mgtE: magnesium transporter
T724	TIGR00400	Transport and binding proteins	Cations and iron carrying compounds	GO:0015693	magnesium ion transport	mgtE: magnesium transporter
T727	TIGR00711	Cellular processes	Toxin production and resistance	GO:0005887	integral component of plasma membrane	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T727	TIGR00711	Cellular processes	Toxin production and resistance	GO:0006855	drug transmembrane transport	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T727	TIGR00711	Cellular processes	Toxin production and resistance	GO:0015307	drug:proton antiporter activity	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T727	TIGR00711	Cellular processes	Toxin production and resistance	GO:0042493	response to drug	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T727	TIGR00711	Transport and binding proteins	Other	GO:0005887	integral component of plasma membrane	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T727	TIGR00711	Transport and binding proteins	Other	GO:0006855	drug transmembrane transport	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T727	TIGR00711	Transport and binding proteins	Other	GO:0015307	drug:proton antiporter activity	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T727	TIGR00711	Transport and binding proteins	Other	GO:0042493	response to drug	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T728	TIGR00931	Transport and binding proteins	Cations and iron carrying compounds	GO:0006814	sodium ion transport	antiport_nhaC: Na+/H+ antiporter NhaC
T728	TIGR00931	Transport and binding proteins	Cations and iron carrying compounds	GO:0006818	proton transport	antiport_nhaC: Na+/H+ antiporter NhaC
T728	TIGR00931	Transport and binding proteins	Cations and iron carrying compounds	GO:0015385	sodium:proton antiporter activity	antiport_nhaC: Na+/H+ antiporter NhaC
T731	TIGR00844	Transport and binding proteins	Cations and iron carrying compounds	GO:0006814	sodium ion transport	c_cpa1: sodium/hydrogen antiporter
T731	TIGR00844	Transport and binding proteins	Cations and iron carrying compounds	GO:0006818	proton transport	c_cpa1: sodium/hydrogen antiporter
T731	TIGR00844	Transport and binding proteins	Cations and iron carrying compounds	GO:0015385	sodium:proton antiporter activity	c_cpa1: sodium/hydrogen antiporter
T732	TIGR00886	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	2A0108: nitrite transporter
T732	TIGR00886	Transport and binding proteins	Anions	GO:0015514	nitrite efflux transmembrane transporter activity	2A0108: nitrite transporter
T732	TIGR00886	Transport and binding proteins	Anions	GO:0015707	nitrite transport	2A0108: nitrite transporter
T733	TIGR04060	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	formate_focA: formate transporter FocA
T733	TIGR04060	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015499	formate transmembrane transporter activity	formate_focA: formate transporter FocA
T733	TIGR04060	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015724	formate transport	formate_focA: formate transporter FocA
T737	TIGR00935	Transport and binding proteins	Other	GO:0015105	arsenite transmembrane transporter activity	2a45: arsenite/antimonite efflux pump membrane protein
T737	TIGR00935	Transport and binding proteins	Other	GO:0046685	response to arsenic-containing substance	2a45: arsenite/antimonite efflux pump membrane protein
T737	TIGR00935	Cellular processes	Detoxification	GO:0015105	arsenite transmembrane transporter activity	2a45: arsenite/antimonite efflux pump membrane protein
T737	TIGR00935	Cellular processes	Detoxification	GO:0046685	response to arsenic-containing substance	2a45: arsenite/antimonite efflux pump membrane protein
T738	TIGR00800	Transport and binding proteins	Nucleosides, purines and pyrimidines			ncs1: NCS1 nucleoside transporter family
T740	TIGR01843	Protein fate	Protein and peptide secretion and trafficking	GO:0008565	protein transporter activity	type_I_hlyD: type I secretion membrane fusion protein, HlyD family
T740	TIGR01843	Protein fate	Protein and peptide secretion and trafficking	GO:0030253	protein secretion by the type I secretion system	type_I_hlyD: type I secretion membrane fusion protein, HlyD family
T749	TIGR00895	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	2A0115: MFS transporter, aromatic acid:H+ symporter (AAHS) family
T749	TIGR00895	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0042908	xenobiotic transport	2A0115: MFS transporter, aromatic acid:H+ symporter (AAHS) family
T749	TIGR00895	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0042910	xenobiotic transmembrane transporter activity	2A0115: MFS transporter, aromatic acid:H+ symporter (AAHS) family
T750	TIGR00843	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			benE: benzoate transporter
T755	TIGR01773	Transport and binding proteins	Amino acids, peptides and amines	GO:0006810	transport	GABAperm: GABA permease
T755	TIGR01773	Transport and binding proteins	Amino acids, peptides and amines	GO:0009450	gamma-aminobutyric acid catabolic process	GABAperm: GABA permease
T755	TIGR01773	Transport and binding proteins	Amino acids, peptides and amines	GO:0015495	gamma-aminobutyric acid:proton symporter activity	GABAperm: GABA permease
T756	TIGR02601	Protein fate	Protein and peptide secretion and trafficking			autotrns_rpt: autotransporter-associated beta strand repeat
T756	TIGR02601	Cellular processes	Pathogenesis			autotrns_rpt: autotransporter-associated beta strand repeat
T758	TIGR01166	Transport and binding proteins	Cations and iron carrying compounds	GO:0043190	ATP-binding cassette (ABC) transporter complex	cbiO: cobalt ABC transporter, ATP-binding protein
T758	TIGR01166	Transport and binding proteins	Cations and iron carrying compounds	GO:0006824	cobalt ion transport	cbiO: cobalt ABC transporter, ATP-binding protein
T758	TIGR01166	Transport and binding proteins	Cations and iron carrying compounds	GO:0005524	ATP binding	cbiO: cobalt ABC transporter, ATP-binding protein
T758	TIGR01166	Transport and binding proteins	Cations and iron carrying compounds	GO:0009898	cytoplasmic side of plasma membrane	cbiO: cobalt ABC transporter, ATP-binding protein
T758	TIGR01166	Transport and binding proteins	Cations and iron carrying compounds	GO:0032778	cobalt-transporting ATPase activity	cbiO: cobalt ABC transporter, ATP-binding protein
T761	TIGR02122	Transport and binding proteins	Unknown substrate	GO:0006810	transport	TRAP_TAXI: TRAP transporter solute receptor, TAXI family
T761	TIGR02122	Transport and binding proteins	Unknown substrate	GO:0005215	transporter activity	TRAP_TAXI: TRAP transporter solute receptor, TAXI family
T763	TIGR03810	Transport and binding proteins	Amino acids, peptides and amines	GO:0005887	integral component of plasma membrane	arg_ornith_anti: arginine-ornithine antiporter
T763	TIGR03810	Transport and binding proteins	Amino acids, peptides and amines	GO:0006527	arginine catabolic process	arg_ornith_anti: arginine-ornithine antiporter
T763	TIGR03810	Transport and binding proteins	Amino acids, peptides and amines	GO:0043858	arginine:ornithine antiporter activity	arg_ornith_anti: arginine-ornithine antiporter
T764	TIGR01844	Protein fate	Protein and peptide secretion and trafficking	GO:0006810	transport	type_I_sec_TolC: type I secretion outer membrane protein, TolC family
T764	TIGR01844	Protein fate	Protein and peptide secretion and trafficking	GO:0009279	cell outer membrane	type_I_sec_TolC: type I secretion outer membrane protein, TolC family
T764	TIGR01844	Protein fate	Protein and peptide secretion and trafficking	GO:0015288	porin activity	type_I_sec_TolC: type I secretion outer membrane protein, TolC family
T764	TIGR01844	Transport and binding proteins	Porins	GO:0006810	transport	type_I_sec_TolC: type I secretion outer membrane protein, TolC family
T764	TIGR01844	Transport and binding proteins	Porins	GO:0009279	cell outer membrane	type_I_sec_TolC: type I secretion outer membrane protein, TolC family
T764	TIGR01844	Transport and binding proteins	Porins	GO:0015288	porin activity	type_I_sec_TolC: type I secretion outer membrane protein, TolC family
T766	TIGR01842	Protein fate	Protein and peptide secretion and trafficking	GO:0008565	protein transporter activity	type_I_sec_PrtD: type I secretion system ATPase
T766	TIGR01842	Protein fate	Protein and peptide secretion and trafficking	GO:0030253	protein secretion by the type I secretion system	type_I_sec_PrtD: type I secretion system ATPase
T767	TIGR00907	Transport and binding proteins	Amino acids, peptides and amines			2A0304: amino acid permease
T770	TIGR00955	Transport and binding proteins	Other			3a01204: pigment precursor permease
T773	TIGR00954	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			3a01203: peroxysomal long chain fatty acyl transporter
T775	TIGR00901	Cellular processes	Adaptations to atypical conditions	GO:0006810	transport	2A0125: AmpG-like permease
T775	TIGR00901	Cellular processes	Adaptations to atypical conditions	GO:0022857	transmembrane transporter activity	2A0125: AmpG-like permease
T776	TIGR02857			GO:0005887	integral component of plasma membrane	CydD: thiol reductant ABC exporter, CydD subunit
T776	TIGR02857			GO:0005524	ATP binding	CydD: thiol reductant ABC exporter, CydD subunit
T776	TIGR02857			GO:0055051	ATP-binding cassette (ABC) transporter complex, integrated substrate binding	CydD: thiol reductant ABC exporter, CydD subunit
T776	TIGR02857			GO:0033228	cysteine export	CydD: thiol reductant ABC exporter, CydD subunit
T776	TIGR02857			GO:0033230	cysteine-transporting ATPase activity	CydD: thiol reductant ABC exporter, CydD subunit
T778	TIGR01257	Transport and binding proteins	Other	GO:0006810	transport	rim_protein: rim ABC transporter
T778	TIGR01257	Transport and binding proteins	Other	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	rim_protein: rim ABC transporter
T778	TIGR01257	Transport and binding proteins	Other	GO:0016021	integral component of membrane	rim_protein: rim ABC transporter
T778	TIGR01257	Transport and binding proteins	Other	GO:0005524	ATP binding	rim_protein: rim ABC transporter
T778	TIGR01257	Transport and binding proteins	Other	GO:0007601	visual perception	rim_protein: rim ABC transporter
T788	TIGR00819	Hypothetical proteins	Conserved			ydaH: AbgT transporter family
T796	TIGR00771	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	DcuC: transporter, anaerobic C4-dicarboxylate uptake C (DcuC) family
T796	TIGR00771	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015556	C4-dicarboxylate transmembrane transporter activity	DcuC: transporter, anaerobic C4-dicarboxylate uptake C (DcuC) family
T796	TIGR00771	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015740	C4-dicarboxylate transport	DcuC: transporter, anaerobic C4-dicarboxylate uptake C (DcuC) family
T798	TIGR01188	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
T798	TIGR01188	Transport and binding proteins	Other	GO:0005524	ATP binding	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
T798	TIGR01188	Transport and binding proteins	Other	GO:0043215	daunorubicin transport	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
T798	TIGR01188	Transport and binding proteins	Other	GO:0043216	daunorubicin-transporting ATPase activity	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
T799	TIGR00025			GO:0005887	integral component of plasma membrane	Mtu_efflux: ABC transporter efflux protein, DrrB family
T799	TIGR00025			GO:0006810	transport	Mtu_efflux: ABC transporter efflux protein, DrrB family
T799	TIGR00025			GO:0042626	ATPase activity, coupled to transmembrane movement of substances	Mtu_efflux: ABC transporter efflux protein, DrrB family
T799	TIGR00025			GO:0043190	ATP-binding cassette (ABC) transporter complex	Mtu_efflux: ABC transporter efflux protein, DrrB family
T800	TIGR03925	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_EccC_b: type VII secretion protein EccCb
T801	TIGR03924	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_EccC_a: type VII secretion protein EccCa
T801	TIGR03924	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7SS_EccC_a: type VII secretion protein EccCa
T810	TIGR03927	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_EssA_Firm: type VII secretion protein EssA
T810	TIGR03927	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7SS_EssA_Firm: type VII secretion protein EssA
T812	TIGR02797	Transport and binding proteins	Cations and iron carrying compounds	GO:0016020	membrane	exbB: tonB-system energizer ExbB
T812	TIGR02797	Transport and binding proteins	Cations and iron carrying compounds	GO:0015570	secondary active transmembrane transporter activity	exbB: tonB-system energizer ExbB
T812	TIGR02797	Transport and binding proteins	Cations and iron carrying compounds	GO:0015078	hydrogen ion transmembrane transporter activity	exbB: tonB-system energizer ExbB
T813	TIGR02804			GO:0006810	transport	ExbD_2: TonB system transport protein ExbD
T813	TIGR02804			GO:0015570	secondary active transmembrane transporter activity	ExbD_2: TonB system transport protein ExbD
T816	TIGR02803			GO:0015570	secondary active transmembrane transporter activity	ExbD_1: TonB system transport protein ExbD
T821	TIGR03496	Cellular processes	Chemotaxis and motility	GO:0016887	ATPase activity	FliI_clade1: flagellar protein export ATPase FliI
T821	TIGR03496	Cellular processes	Chemotaxis and motility	GO:0001539	cilium or flagellum-dependent cell motility	FliI_clade1: flagellar protein export ATPase FliI
T821	TIGR03496	Cellular processes	Chemotaxis and motility	GO:0009288	bacterial-type flagellum	FliI_clade1: flagellar protein export ATPase FliI
T823	TIGR00882	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			2A0105: oligosaccharide:H+ symporter
T824	TIGR00897	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			2A0118: polyol permease
T825	TIGR00896	Transport and binding proteins	Other			CynX: cyanate transporter
T830	TIGR00937	Transport and binding proteins	Anions	GO:0015109	chromate transmembrane transporter activity	2A51: chromate efflux transporter
T830	TIGR00937	Transport and binding proteins	Anions	GO:0015703	chromate transport	2A51: chromate efflux transporter
T833	TIGR00784	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			citMHS: citrate transporter
T836	TIGR01183	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	ntrB: nitrate ABC transporter, permease protein
T836	TIGR01183	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ntrB: nitrate ABC transporter, permease protein
T836	TIGR01183	Transport and binding proteins	Anions	GO:0015414	ATPase-coupled nitrate transmembrane transporter activity	ntrB: nitrate ABC transporter, permease protein
T836	TIGR01183	Transport and binding proteins	Anions	GO:0015706	nitrate transport	ntrB: nitrate ABC transporter, permease protein
T838	TIGR01193	Protein fate	Protein and peptide secretion and trafficking	GO:0043190	ATP-binding cassette (ABC) transporter complex	bacteriocin_ABC: ABC-type bacteriocin transporter
T838	TIGR01193	Protein fate	Protein and peptide secretion and trafficking	GO:0043213	bacteriocin transport	bacteriocin_ABC: ABC-type bacteriocin transporter
T838	TIGR01193	Protein fate	Protein and peptide secretion and trafficking	GO:0043214	bacteriocin-transporting ATPase activity	bacteriocin_ABC: ABC-type bacteriocin transporter
T838	TIGR01193	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	bacteriocin_ABC: ABC-type bacteriocin transporter
T838	TIGR01193	Transport and binding proteins	Other	GO:0043213	bacteriocin transport	bacteriocin_ABC: ABC-type bacteriocin transporter
T838	TIGR01193	Transport and binding proteins	Other	GO:0043214	bacteriocin-transporting ATPase activity	bacteriocin_ABC: ABC-type bacteriocin transporter
T838	TIGR01193	Protein fate	Protein modification and repair	GO:0043190	ATP-binding cassette (ABC) transporter complex	bacteriocin_ABC: ABC-type bacteriocin transporter
T838	TIGR01193	Protein fate	Protein modification and repair	GO:0043213	bacteriocin transport	bacteriocin_ABC: ABC-type bacteriocin transporter
T838	TIGR01193	Protein fate	Protein modification and repair	GO:0043214	bacteriocin-transporting ATPase activity	bacteriocin_ABC: ABC-type bacteriocin transporter
T840	TIGR00914	Transport and binding proteins	Cations and iron carrying compounds	GO:0016021	integral component of membrane	2A0601: heavy metal efflux pump, CzcA family
T840	TIGR00914	Transport and binding proteins	Cations and iron carrying compounds	GO:0030001	metal ion transport	2A0601: heavy metal efflux pump, CzcA family
T840	TIGR00914	Transport and binding proteins	Cations and iron carrying compounds	GO:0051139	metal ion:proton antiporter activity	2A0601: heavy metal efflux pump, CzcA family
T840	TIGR00914	Cellular processes	Detoxification	GO:0016021	integral component of membrane	2A0601: heavy metal efflux pump, CzcA family
T840	TIGR00914	Cellular processes	Detoxification	GO:0030001	metal ion transport	2A0601: heavy metal efflux pump, CzcA family
T840	TIGR00914	Cellular processes	Detoxification	GO:0051139	metal ion:proton antiporter activity	2A0601: heavy metal efflux pump, CzcA family
T843	TIGR00971	Transport and binding proteins	Anions	GO:0030288	outer membrane-bounded periplasmic space	3a0106s03: sulfate ABC transporter, sulfate-binding protein
T843	TIGR00971	Transport and binding proteins	Anions	GO:0008272	sulfate transport	3a0106s03: sulfate ABC transporter, sulfate-binding protein
T843	TIGR00971	Transport and binding proteins	Anions	GO:0015419	ATPase-coupled sulfate transmembrane transporter activity	3a0106s03: sulfate ABC transporter, sulfate-binding protein
T843	TIGR00971	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0106s03: sulfate ABC transporter, sulfate-binding protein
T843	TIGR00971	Transport and binding proteins	Anions	GO:0031362	anchored component of external side of plasma membrane	3a0106s03: sulfate ABC transporter, sulfate-binding protein
T843	TIGR00971	Transport and binding proteins	Anions	GO:0043199	sulfate binding	3a0106s03: sulfate ABC transporter, sulfate-binding protein
T847	TIGR03265	Transport and binding proteins	Amino acids, peptides and amines	GO:0005524	ATP binding	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
T847	TIGR03265	Transport and binding proteins	Amino acids, peptides and amines	GO:0009898	cytoplasmic side of plasma membrane	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
T847	TIGR03265	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
T847	TIGR03265	Transport and binding proteins	Amino acids, peptides and amines	GO:0033223	2-aminoethylphosphonate transport	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
T847	TIGR03265	Transport and binding proteins	Amino acids, peptides and amines	GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
T849	TIGR02868			GO:0005887	integral component of plasma membrane	CydC: thiol reductant ABC exporter, CydC subunit
T849	TIGR02868			GO:0005524	ATP binding	CydC: thiol reductant ABC exporter, CydC subunit
T849	TIGR02868			GO:0055051	ATP-binding cassette (ABC) transporter complex, integrated substrate binding	CydC: thiol reductant ABC exporter, CydC subunit
T849	TIGR02868			GO:0033228	cysteine export	CydC: thiol reductant ABC exporter, CydC subunit
T849	TIGR02868			GO:0033230	cysteine-transporting ATPase activity	CydC: thiol reductant ABC exporter, CydC subunit
T853	TIGR04259			GO:0015297	antiporter activity	oxa_formateAnti: oxalate/formate antiporter
T854	TIGR03497	Cellular processes	Chemotaxis and motility	GO:0016887	ATPase activity	FliI_clade2: flagellar protein export ATPase FliI
T854	TIGR03497	Cellular processes	Chemotaxis and motility	GO:0001539	cilium or flagellum-dependent cell motility	FliI_clade2: flagellar protein export ATPase FliI
T854	TIGR03497	Cellular processes	Chemotaxis and motility	GO:0009288	bacterial-type flagellum	FliI_clade2: flagellar protein export ATPase FliI
T856	TIGR00909	Transport and binding proteins	Amino acids, peptides and amines			2A0306: amino acid transporter
T893	TIGR00733	Transport and binding proteins	Amino acids, peptides and amines	GO:0015198	oligopeptide transmembrane transporter activity	TIGR00733: oligopeptide transporter, OPT family
T893	TIGR00733	Transport and binding proteins	Amino acids, peptides and amines	GO:0006857	oligopeptide transport	TIGR00733: oligopeptide transporter, OPT family
T893	TIGR00733	Transport and binding proteins	Amino acids, peptides and amines	GO:0016020	membrane	TIGR00733: oligopeptide transporter, OPT family
T895	TIGR02995	Transport and binding proteins	Amino acids, peptides and amines	GO:0030288	outer membrane-bounded periplasmic space	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
T895	TIGR02995	Transport and binding proteins	Amino acids, peptides and amines	GO:0031362	anchored component of external side of plasma membrane	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
T895	TIGR02995	Transport and binding proteins	Amino acids, peptides and amines	GO:0033286	ectoine-transporting ATPase activity	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
T895	TIGR02995	Transport and binding proteins	Amino acids, peptides and amines	GO:0033288	hydroxyectoine-transporting ATPase activity	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
T895	TIGR02995	Transport and binding proteins	Amino acids, peptides and amines	GO:0033294	ectoine binding	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
T895	TIGR02995	Transport and binding proteins	Amino acids, peptides and amines	GO:0033295	hydroxyectoine binding	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
T895	TIGR02995	Transport and binding proteins	Amino acids, peptides and amines	GO:0033308	hydroxyectoine transport	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
T895	TIGR02995	Transport and binding proteins	Amino acids, peptides and amines	GO:0051470	ectoine transport	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
T896	TIGR03003			GO:0005887	integral component of plasma membrane	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD
T896	TIGR03003			GO:0033286	ectoine-transporting ATPase activity	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD
T896	TIGR03003			GO:0033288	hydroxyectoine-transporting ATPase activity	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD
T896	TIGR03003			GO:0033308	hydroxyectoine transport	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD
T896	TIGR03003			GO:0051470	ectoine transport	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD
T897	TIGR03005			GO:0005524	ATP binding	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
T897	TIGR03005			GO:0009898	cytoplasmic side of plasma membrane	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
T897	TIGR03005			GO:0033286	ectoine-transporting ATPase activity	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
T897	TIGR03005			GO:0033288	hydroxyectoine-transporting ATPase activity	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
T897	TIGR03005			GO:0033308	hydroxyectoine transport	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
T897	TIGR03005			GO:0051470	ectoine transport	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
T901	TIGR00704	Transport and binding proteins	Cations and iron carrying compounds			NaPi_cotrn_rel: Na/Pi-cotransporter II-related protein
T907	TIGR02497	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	yscI_hrpB_dom: type III secretion apparatus protein, YscI/HrpB, C-terminal domain
T907	TIGR02497	Protein fate	Protein and peptide secretion and trafficking	GO:0030257	type III protein secretion system complex	yscI_hrpB_dom: type III secretion apparatus protein, YscI/HrpB, C-terminal domain
T907	TIGR02497	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	yscI_hrpB_dom: type III secretion apparatus protein, YscI/HrpB, C-terminal domain
T907	TIGR02497	Cellular processes	Pathogenesis	GO:0030257	type III protein secretion system complex	yscI_hrpB_dom: type III secretion apparatus protein, YscI/HrpB, C-terminal domain
T908	TIGR02502	Protein fate	Protein and peptide secretion and trafficking			type_III_YscX: type III secretion protein, YscX family
T908	TIGR02502	Cellular processes	Pathogenesis			type_III_YscX: type III secretion protein, YscX family
T912	TIGR00890	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			2A0111: oxalate/formate antiporter family transporter
T913	TIGR04414	Protein fate	Protein modification and repair	GO:0006493	protein O-linked glycosylation	hepto_Aah_TibC: autotransporter strand-loop-strand O-heptosyltransferase
T913	TIGR04414	Protein fate	Protein modification and repair	GO:0016757	transferase activity, transferring glycosyl groups	hepto_Aah_TibC: autotransporter strand-loop-strand O-heptosyltransferase
T916	TIGR02222	Protein fate	Protein and peptide secretion and trafficking	GO:0050821	protein stabilization	chap_CsaA: export-related chaperone protein CsaA
T916	TIGR02222	Protein fate	Protein and peptide secretion and trafficking	GO:0005515	protein binding	chap_CsaA: export-related chaperone protein CsaA
T916	TIGR02222	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	chap_CsaA: export-related chaperone protein CsaA
T916	TIGR02222	Protein fate	Protein folding and stabilization	GO:0050821	protein stabilization	chap_CsaA: export-related chaperone protein CsaA
T916	TIGR02222	Protein fate	Protein folding and stabilization	GO:0005515	protein binding	chap_CsaA: export-related chaperone protein CsaA
T916	TIGR02222	Protein fate	Protein folding and stabilization	GO:0009306	protein secretion	chap_CsaA: export-related chaperone protein CsaA
T920	TIGR03851	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0048030	disaccharide binding	chitin_NgcE: carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein
T920	TIGR03851	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0006032	chitin catabolic process	chitin_NgcE: carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein
T920	TIGR03851	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015764	N-acetylglucosamine transport	chitin_NgcE: carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein
T920	TIGR03851	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0048029	monosaccharide binding	chitin_NgcE: carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein
T925	TIGR03410	Transport and binding proteins	Amino acids, peptides and amines	GO:0005524	ATP binding	urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE
T925	TIGR03410	Transport and binding proteins	Amino acids, peptides and amines	GO:0009898	cytoplasmic side of plasma membrane	urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE
T925	TIGR03410	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE
T925	TIGR03410	Transport and binding proteins	Amino acids, peptides and amines	GO:0015840	urea transport	urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE
T925	TIGR03410	Transport and binding proteins	Amino acids, peptides and amines	GO:0033221	urea-transporting ATPase activity	urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE
T939	TIGR00833	Transport and binding proteins	Unknown substrate			actII: transport protein
